impl_key,effect_slug,source_path,clause,role,aspect,resource,observed_text,implied_text,inference_kind,description,operator,value_si,si_unit,value_text,confidence,notes,updated
phonon-dispersion:failure_mode:soft-mode,phonon-dispersion,library/phonon-dispersion.md,failure_mode,failure,threshold,frequency,A restoring branch can fall toward ω=0 as a structural transition is approached. An imaginary harmonic ω is the statement that the current lattice is mechanically unstable.,Softening to ω→0 closes that restoring channel; a structural transition follows. This is not the first-order melting of Al or W.,envelope,"A branch that loses its restoring frequency is a coordinate-specific grid instability, not the melting cliff.",approx,0.0,Hz,ω → 0 (soft mode),medium,Soft-mode trajectories are high as a class and medium for any one crystal’s T-axis. Melting owns Bragg-order loss.,2026-08-17
phonon-dispersion:hardware_scale:crystalline-grid,phonon-dispersion,library/phonon-dispersion.md,hardware_scale,requirement,scale,node_count,One primitive cell already defines an optical zone-centre clock; a well-defined q is a phase relation across many cells. Amorphous solids retain a vibrational density of states but lose sharp ω(q) branches. There is no single nanometre cliff.,"The hardware is the crystalline lattice. The map as a spectrum is an extended-crystal object, not a 10–20 nm buffer.",envelope,"Phonon dispersion requires an ordered grid; one cell sets an optical clock, but the spectrum is many-cell. Amorphization is loss of the map, not a thickness failure.",,,,primitive cell + extended crystal; no nm cliff,medium,Contrast reflection’s connected-film buffer. Lattice constants in file: Si 5.43 Å; Al 4.05 Å; diamond 3.57 Å.,2026-08-17
photoconductivity:clock_latency:generation,photoconductivity,library/photoconductivity.md,clock_latency,requirement,latency,time,Generation follows the optical cycle (femtoseconds).,"Generation, when allowed, is already complete on any laboratory shutter. Bias does not replace this clock; it only reads the carriers.",envelope,Pair generation latency sits in the femtosecond optical-cycle neighbourhood.,approx,1e-15,s,femtoseconds,high,Same generation clock class as semiconductor-gap-absorption.,2026-08-17
photoconductivity:clock_latency:recombination,photoconductivity,library/photoconductivity.md,clock_latency,requirement,latency,time,τ spans nanoseconds in many direct-gap or dirty samples to milliseconds in high-purity Si. No single universal τ is claimed. Chopping faster than 1/τ rolls off the photocurrent. Gain Γ = τ/t_tr multiplies the current; it does not move Eg.,The readout clock is the recombination lifetime τ and the transit time t_tr. Gain is this pair of clocks written as a performance number.,envelope,"τ is a performance metric, not a threshold. Clock overrun of the readout is not closure of Eg.",range,1e-06,s,τ ~ ns–ms (sample-specific),high,value_si is a mid-class marker of the stated ns–ms window. Lifetime is high as a class and sample-specific as a number.,2026-08-17
photoconductivity:consistency_gap:underived-tau,photoconductivity,library/photoconductivity.md,consistency_gap,gap,latency,time,"QSA does not here derive τ from a primitive node count. Lifetime is taken as a measured recombination resource. Gain figures of a given detector are therefore performance data, not predicted constants.",The threshold mapping does not depend on closing that derivation.,open,"Eg is located; τ and gain are taken as measured performance, not derived.",,,,"τ taken, not derived",medium,File-level mapping remains High; this clause is the underived step.,2026-08-17
photoconductivity:emergent_output:delta-sigma,photoconductivity,library/photoconductivity.md,emergent_output,output,output,current,"A light-dependent conductance whose spectral onset tracks Eg or Et, with magnitude set by η, α, τ, and μ, reverting when generation stops. Δn = Gτ.","Stable output is a reversible, light-dependent conductance, not a latched state and not an ejected vacuum current.",envelope,The machine’s product is Δσ(hν) that turns on at the gap and reverts when generation stops.,,,,Δσ onset at Eg or Et; reverts when light off,high,Photoelectric-threshold and work-function-thermionic eject the carrier into vacuum; this entry keeps it inside the solid.,2026-08-17
photoconductivity:energy_barrier:gap,photoconductivity,library/photoconductivity.md,energy_barrier,requirement,threshold,energy,"Intrinsic photoconductivity is gated by the same gaps as semiconductor-gap-absorption: Si Eg ≈ 1.12 eV, Ge ≈ 0.66 eV, GaAs ≈ 1.42 eV, diamond ~5.5 eV (all 300 K). Extrinsic photoconductivity is gated by a trap depth Et < Eg.",The operating gate is Eg (intrinsic) or Et (extrinsic). Bias does not replace the gate; it only reads the carriers. Thermal generation across the same gate produces dark current.,relabel,"Photoconductivity is the same Eg gate as gap absorption, read as current rather than as opacity.",approx,1.794e-19,J,Si Eg ≈ 1.12 eV (300 K); or Et < Eg extrinsic,high,Must share this collapse energy with semiconductor-gap-absorption. value_si is Si at 300 K.,2026-08-17
photoconductivity:failure_mode:short-lifetime,photoconductivity,library/photoconductivity.md,failure_mode,failure,latency,time,τ too short → generated carriers vanish before they contribute a measurable Δσ. Absorption without photocurrent is allowed.,"The gate opened; the output did not last. That is a readout-clock failure, not a denial of Eg.",envelope,Clock starvation of the readout leaves the spectral gate intact.,,,,τ too short vs t_tr / measurement,high,Blocking contacts or a vanished bias likewise remove the current readout without closing Eg.,2026-08-17
photoconductivity:failure_mode:under-threshold,photoconductivity,library/photoconductivity.md,failure_mode,failure,threshold,energy,"Below Eg (or Et) this conversion does not occur. Below the edge, extra light of that colour does not raise the current through this channel. Conductance stays at the dark baseline.",Under-threshold input is the non-occurrence of the conversion. That is the collapse of the effect.,relabel,Below Eg the photoconductive gate stays shut.,max,1.794e-19,J,hν < Eg (or < Et),high,"Sub-gap current, if any, is thermal, two-photon, or defect-assisted — other channels. Raising T buries Δσ in dark current: a thermal failure of readout, not a shift of the optical gate to zero.",2026-08-17
photoconductivity:hardware_scale:single-conversion,photoconductivity,library/photoconductivity.md,hardware_scale,requirement,scale,node_count,The conversion event is one absorbed photon promoting one electron (and a hole) across Eg or Et. There is no collective optical-buffer analogue of the 10–20 nm mirror. Thinning the absorber reduces the generation volume in proportion to 1−e^{−αL}.,"A measurable current is the summed drift of a large generated population between contacts. The crystal must be intact enough to support bands or defined traps, and contacted.",relabel,"The gate is a single-event conversion inside an intact, contacted crystal. Thickness is a generation capacity, not a continuity cliff.",eq,1.0,1,N = 1 photon → e–h pair,high,"Absorption without photocurrent (very short τ, bad contacts) and photocurrent without strong opacity (thin extrinsic layers) are both allowed.",2026-08-17
photoelectric-threshold:clock_latency:attosecond,photoelectric-threshold,library/photoelectric-threshold.md,clock_latency,requirement,latency,time,"Streaking delays of tens to hundreds of attoseconds. Intensity sets rate, not one-event latency.",The conversion is finished on any optical-cycle-averaged laboratory clock.,envelope,Single-electron conversion latency sits in the attosecond regime.,range,1e-16,s,tens–hundreds of as,high,,2026-08-17
photoelectric-threshold:consistency_gap:underived-phi,photoelectric-threshold,library/photoelectric-threshold.md,consistency_gap,gap,threshold,energy,Face dependence and contamination shift φ by tenths of an eV. QSA takes measured φ as the gate.,No derivation of the 2–6 eV class from a surface-dipole plus chemical-potential construction.,open,The gate is located and shown to be a surface resource; its value is not derived from node rules.,,,,"φ taken, not derived",medium,Do not identify φ with Ag’s 3.9 eV optical plasma edge.,2026-08-17
photoelectric-threshold:emergent_output:threshold-phi,photoelectric-threshold,library/photoelectric-threshold.md,emergent_output,output,output,energy,"A material- and face-typical φ, zero photocurrent below it, linear Kmax(ν) above it.",The stable output is the threshold itself plus the above-threshold kinetic-energy line.,relabel,The machine’s stable product is a work-function gate and a linear surplus-energy line.,range,6.4e-19,J,φ (2–6 eV class),high,,2026-08-17
photoelectric-threshold:energy_barrier:work-function,photoelectric-threshold,library/photoelectric-threshold.md,energy_barrier,requirement,threshold,energy,"Typical φ 2–6 eV (Cs low, Pt high). KE = hν − φ above threshold.",φ is the load-bearing gate. Below it (linear regime) conversion does not occur. Not a latch; the electron leaves.,relabel,The photoelectric effect is a single-particle energy gate at the work function.,range,6.4e-19,J,φ ≈ 2–6 eV,high,"value_si is ~4 eV in joules, mid-class.",2026-08-17
photoelectric-threshold:failure_mode:under-threshold,photoelectric-threshold,library/photoelectric-threshold.md,failure_mode,failure,threshold,energy,hν < φ → no linear photoemission (only a Fowler tail exponential in (φ−hν)/kT).,Under-threshold input is the non-occurrence of the conversion. That is the collapse of the effect.,relabel,Below the work function the gate stays shut.,max,6.4e-19,J,hν < φ,high,,2026-08-17
photoelectric-threshold:hardware_scale:single-electron,photoelectric-threshold,library/photoelectric-threshold.md,hardware_scale,requirement,scale,node_count,A single conversion event is already the microscopic effect. Photoemission persists from atomically thin or adsorbate-covered emitters once hν clears φ.,"No collective buffer is required. One electron at a surface is the hardware. Escape depth limits collection, not the on/off of the gate.",relabel,Negative spatial-buffer spec: the gate is single-particle. Contrast with reflection’s 10–20 nm stack.,eq,1.0,1,N = 1 electron,high,How to query effects that do not need a spatial buffer.,2026-08-17
piezoelectricity:clock_latency:plate-resonance,piezoelectricity,library/piezoelectricity.md,clock_latency,requirement,latency,time,"The mechanical side tracks the acoustic clocks of elasticity / speed-of-sound (transit across the plate). The electrical side tracks the dielectric response of the bound-charge population. Laboratory piezo devices are usually limited by the plate resonance, not by an atomic period.","Device latency is the acoustic transit / plate resonance, not an atomic piezo clock.",open,No single atomic piezo period is extracted. Laboratory clocks sit at the plate resonance.,,,,plate resonance / acoustic transit (unpinned),medium,Cross-cite speed-of-sound and refraction-dielectric.,2026-08-17
piezoelectricity:consistency_gap:underived-d,piezoelectricity,library/piezoelectricity.md,consistency_gap,gap,output,other,The mapping takes handbook d_ij as the coupling strength. QSA does not yet derive why quartz is ~2 pC N⁻¹ and PZT is 10² class from node rules.,"The symmetry gate and T_C collapse are located; the magnitude of d is taken, not computed.",open,Coupling magnitude is a handbook input. That is the principal reason the mapping is medium rather than high.,,,,d_ij taken (quartz ~2 vs PZT 10² class),medium,File-level mapping is Medium. Polar latch is a different machine sharing the same crystal.,2026-08-17
piezoelectricity:emergent_output:d-class,piezoelectricity,library/piezoelectricity.md,emergent_output,output,output,other,Handbook coupling class: quartz and AlN sit in the single-digit to ~10 pC N⁻¹ class (quartz d_11 ≈ 2.3 pC N⁻¹ is a standard cut number); PZT ceramics sit in the 10² pC N⁻¹ class.,"A linear, reversible strain ↔ polarization conversion with a material-typical d_ij, present only while the inversion-free (and, if ferroelectric, polar) lattice holds.",envelope,"The coupling output is a pC/N-class d_ij: quartz ~2, PZT ~10², only inside the symmetry / polar envelope.",range,2.3e-12,C/N,quartz d_11 ≈ 2.3 pC N⁻¹; AlN ~1–10; PZT 10² class,high,value_si is the quartz d_11 pin. A particular ceramic’s d_33 is medium (process- and composition-dependent). Specific commercial PZT grades are not a single pin.,2026-08-17
